event_id,createdAt,createdBy,request_request,status
4,2025-07-25T00:58:33,Carla Mendes,4543280505,COMPLETED
5,2025-07-25T02:49:33,Daniel Souza,4543280505,COMPLETED
6,2025-07-25T00:04:33,Daniel Souza,4543280505,COMPLETED
7,2025-07-25T06:20:33,Julia Ribeiro,4543280505,COMPLETED
8,2025-07-25T09:26:33,Gabriel Rocha,4543280505,COMPLETED
9,2025-07-25T02:25:33,Paulo Henrique,4543280505,COMPLETED
10,2025-07-25T10:24:33,Tiago Nunes,4543280505,COMPLETED
11,2025-07-25T02:19:33,Tiago Nunes,4543280505,NOT_COMPLETED
1,2025-11-22T18:17:32,Paulo Henrique,4507440317,COMPLETED
2,2025-11-22T18:47:32,Amanda Freitas,4507440317,COMPLETED
3,2025-11-22T20:59:32,Carla Mendes,4507440317,COMPLETED
4,2025-11-22T22:07:32,Julia Ribeiro,4507440317,COMPLETED
5,2025-11-22T19:47:32,Marcos Oliveira,4507440317,COMPLETED
6,2025-11-22T18:59:32,Rafael Duarte,4507440317,COMPLETED
7,2025-11-22T19:46:32,Julia Ribeiro,4507440317,COMPLETED
8,2025-11-22T20:03:32,Tiago Nunes,4507440317,COMPLETED
9,2025-11-23T06:59:32,Kelly Santos,4507440317,COMPLETED
10,2025-11-23T08:17:32,Carla Mendes,4507440317,NOT_COMPLETED
1,2025-01-21T05:49:05,Rafael Duarte,4546054249,COMPLETED
2,2025-01-21T06:58:05,Paulo Henrique,4546054249,COMPLETED
3,2025-01-21T09:24:05,Ana Lima,4546054249,COMPLETED
4,2025-01-21T10:30:05,Carla Mendes,4546054249,COMPLETED
5,2025-01-21T12:13:05,Tiago Nunes,4546054249,COMPLETED
6,2025-01-21T13:30:05,Marcos Oliveira,4546054249,COMPLETED
7,2025-01-21T11:01:05,Ana Lima,4546054249,COMPLETED
8,2025-01-21T14:14:05,Julia Ribeiro,4546054249,NOT_COMPLETED
1,2025-01-20T08:29:47,Amanda Freitas,4530612814,COMPLETED
2,2025-01-20T09:21:47,Bruna Costa,4530612814,COMPLETED
3,2025-01-20T10:48:47,Rafael Duarte,4530612814,COMPLETED
4,2025-01-20T08:47:47,Daniel Souza,4530612814,COMPLETED
5,2025-01-20T10:29:47,Kelly Santos,4530612814,COMPLETED
6,2025-01-20T13:27:47,Amanda Freitas,4530612814,COMPLETED
7,2025-01-20T08:14:47,Sofia Martins,4530612814,COMPLETED
8,2025-01-20T14:19:47,Kelly Santos,4530612814,COMPLETED
9,2025-01-20T10:21:47,Sofia Martins,4530612814,NOT_COMPLETED
1,2025-06-18T16:57:49,Caio Gonçalves,4581040128,COMPLETED
2,2025-06-18T16:33:49,Carla Mendes,4581040128,COMPLETED
3,2025-06-18T16:26:49,Amanda Freitas,4581040128,COMPLETED
4,2025-06-18T18:19:49,Bruna Costa,4581040128,COMPLETED
5,2025-06-18T19:01:49,Sofia Martins,4581040128,NOT_COMPLETED
1,2025-01-24T17:33:40,Sofia Martins,4516435134,COMPLETED
2,2025-01-24T16:52:40,Carla Mendes,4516435134,COMPLETED
3,2025-01-24T18:04:40,Kelly Santos,4516435134,NOT_COMPLETED
1,2025-02-07T22:24:45,Daniel Souza,4519654628,COMPLETED
2,2025-02-07T22:31:45,Ana Lima,4519654628,NOT_COMPLETED
1,2025-06-03T19:08:00,Bruna Costa,4592377040,COMPLETED
2,2025-06-03T19:04:00,Bruna Costa,4592377040,COMPLETED
3,2025-06-03T18:51:00,Sofia Martins,4592377040,COMPLETED
4,2025-06-03T21:24:00,Rafael Duarte,4592377040,COMPLETED
5,2025-06-03T21:31:00,Ana Lima,4592377040,COMPLETED
6,2025-06-04T02:36:00,Bruna Costa,4592377040,COMPLETED
7,2025-06-04T02:04:00,Rafael Duarte,4592377040,NOT_COMPLETED
1,2025-06-01T12:42:09,Caio Gonçalves,4597592409,COMPLETED
2,2025-06-01T12:04:09,Daniel Souza,4597592409,COMPLETED
3,2025-06-01T13:25:09,Gabriel Rocha,4597592409,COMPLETED
4,2025-06-01T12:40:09,Daniel Souza,4597592409,COMPLETED
5,2025-06-01T14:17:09,Julia Ribeiro,4597592409,COMPLETED
6,2025-06-01T12:58:09,Amanda Freitas,4597592409,COMPLETED
7,2025-06-01T13:44:09,Fábio Fernandes,4597592409,COMPLETED
8,2025-06-01T21:36:09,Bruna Costa,4597592409,COMPLETED
9,2025-06-01T15:37:09,Fábio Fernandes,4597592409,COMPLETED
10,2025-06-01T22:32:09,Marcos Oliveira,4597592409,NOT_COMPLETED
1,2025-09-02T04:27:56,Bruna Costa,4514498816,COMPLETED
2,2025-09-02T04:31:56,Paulo Henrique,4514498816,COMPLETED
3,2025-09-02T04:29:56,Rafael Duarte,4514498816,COMPLETED
4,2025-09-02T09:45:56,Julia Ribeiro,4514498816,COMPLETED
5,2025-09-02T06:20:56,Sofia Martins,4514498816,NOT_COMPLETED
1,2025-11-14T03:19:12,Marcos Oliveira,4598259343,NOT_COMPLETED
1,2025-05-28T17:29:58,Amanda Freitas,4573421732,COMPLETED
2,2025-05-28T18:43:58,Rafael Duarte,4573421732,COMPLETED
3,2025-05-28T19:31:58,Julia Ribeiro,4573421732,COMPLETED
4,2025-05-28T20:03:58,Marcos Oliveira,4573421732,COMPLETED
5,2025-05-28T17:38:58,Fábio Fernandes,4573421732,COMPLETED
6,2025-05-28T17:37:58,Tiago Nunes,4573421732,COMPLETED
7,2025-05-28T19:52:58,Julia Ribeiro,4573421732,COMPLETED
8,2025-05-28T20:43:58,Carla Mendes,4573421732,NOT_COMPLETED
1,2025-06-02T15:43:27,Paulo Henrique,4508398601,COMPLETED
2,2025-06-02T17:29:27,Gabriel Rocha,4508398601,COMPLETED
3,2025-06-02T17:23:27,Gabriel Rocha,4508398601,COMPLETED
4,2025-06-02T20:31:27,Paulo Henrique,4508398601,NOT_COMPLETED
1,2025-05-07T04:38:43,Tiago Nunes,4529575907,COMPLETED
2,2025-05-07T07:29:43,Paulo Henrique,4529575907,COMPLETED
3,2025-05-07T08:06:43,Carla Mendes,4529575907,COMPLETED
4,2025-05-07T09:05:43,Tiago Nunes,4529575907,COMPLETED
5,2025-05-07T08:13:43,Daniel Souza,4529575907,COMPLETED
6,2025-05-07T05:21:43,Marcos Oliveira,4529575907,COMPLETED
7,2025-05-07T08:24:43,Amanda Freitas,4529575907,COMPLETED
8,2025-05-07T10:01:43,Daniel Souza,4529575907,NOT_COMPLETED
1,2025-06-04T03:20:46,Ana Lima,4542279137,COMPLETED
2,2025-06-04T05:03:46,Ana Lima,4542279137,NOT_COMPLETED
1,2025-04-24T09:06:31,Marcos Oliveira,4593557983,COMPLETED
2,2025-04-24T11:06:31,Ana Lima,4593557983,COMPLETED
3,2025-04-24T11:57:31,Sofia Martins,4593557983,COMPLETED
4,2025-04-24T10:46:31,Marcos Oliveira,4593557983,COMPLETED
5,2025-04-24T14:52:31,Fábio Fernandes,4593557983,NOT_COMPLETED
1,2025-09-26T03:02:25,Paulo Henrique,4598486718,NOT_COMPLETED
1,2025-04-06T22:30:47,Bruna Costa,4501032100,COMPLETED
2,2025-04-06T23:05:47,Kelly Santos,4501032100,COMPLETED
3,2025-04-06T23:55:47,Bruna Costa,4501032100,COMPLETED
4,2025-04-07T00:37:47,Amanda Freitas,4501032100,COMPLETED
5,2025-04-07T01:49:47,Carla Mendes,4501032100,COMPLETED
6,2025-04-06T22:49:47,Rafael Duarte,4501032100,COMPLETED
7,2025-04-07T05:03:47,Rafael Duarte,4501032100,COMPLETED
8,2025-04-07T00:21:47,Sofia Martins,4501032100,COMPLETED
9,2025-04-07T06:04:47,Kelly Santos,4501032100,COMPLETED
10,2025-04-07T00:49:47,Rafael Duarte,4501032100,NOT_COMPLETED
1,2025-11-09T00:23:59,Daniel Souza,4540507028,COMPLETED
2,2025-11-09T02:03:59,Paulo Henrique,4540507028,COMPLETED
3,2025-11-09T02:11:59,Carla Mendes,4540507028,NOT_COMPLETED
1,2025-11-10T15:08:54,Sofia Martins,4543645569,COMPLETED
2,2025-11-10T14:26:54,Paulo Henrique,4543645569,COMPLETED
3,2025-11-10T14:38:54,Bruna Costa,4543645569,COMPLETED
4,2025-11-10T14:54:54,Ana Lima,4543645569,COMPLETED
5,2025-11-10T19:42:54,Rafael Duarte,4543645569,NOT_COMPLETED
1,2025-05-03T22:20:57,Paulo Henrique,4576666510,COMPLETED
2,2025-05-03T22:28:57,Daniel Souza,4576666510,COMPLETED
3,2025-05-03T22:19:57,Amanda Freitas,4576666510,COMPLETED
4,2025-05-04T01:06:57,Gabriel Rocha,4576666510,COMPLETED
5,2025-05-04T02:24:57,Kelly Santos,4576666510,COMPLETED
6,2025-05-04T06:28:57,Gabriel Rocha,4576666510,COMPLETED
7,2025-05-04T02:42:57,Bruna Costa,4576666510,COMPLETED
8,2025-05-03T22:22:57,Kelly Santos,4576666510,COMPLETED
9,2025-05-04T01:37:57,Carla Mendes,4576666510,COMPLETED
10,2025-05-04T04:54:57,Rafael Duarte,4576666510,NOT_COMPLETED
1,2025-12-15T20:15:22,Kelly Santos,4584778134,COMPLETED
2,2025-12-15T20:42:22,Rafael Duarte,4584778134,COMPLETED
3,2025-12-15T19:46:22,Kelly Santos,4584778134,COMPLETED
4,2025-12-15T22:30:22,Bruna Costa,4584778134,NOT_COMPLETED
1,2025-09-01T03:55:13,Bruna Costa,4556184546,COMPLETED
2,2025-09-01T04:25:13,Daniel Souza,4556184546,COMPLETED
3,2025-09-01T06:22:13,Daniel Souza,4556184546,COMPLETED
4,2025-09-01T04:55:13,Gabriel Rocha,4556184546,COMPLETED
5,2025-09-01T10:43:13,Bruna Costa,4556184546,COMPLETED
6,2025-09-01T09:25:13,Paulo Henrique,4556184546,NOT_COMPLETED
1,2025-07-22T13:57:43,Julia Ribeiro,4572407622,COMPLETED
2,2025-07-22T15:30:43,Carla Mendes,4572407622,COMPLETED
3,2025-07-22T14:37:43,Fábio Fernandes,4572407622,COMPLETED
4,2025-07-22T17:22:43,Sofia Martins,4572407622,NOT_COMPLETED
1,2025-08-28T07:12:31,Kelly Santos,4553692543,COMPLETED
2,2025-08-28T07:22:31,Fábio Fernandes,4553692543,COMPLETED
3,2025-08-28T10:13:31,Gabriel Rocha,4553692543,COMPLETED
4,2025-08-28T08:54:31,Amanda Freitas,4553692543,COMPLETED
5,2025-08-28T06:33:31,Kelly Santos,4553692543,COMPLETED
6,2025-08-28T09:10:31,Carla Mendes,4553692543,COMPLETED
7,2025-08-28T10:24:31,Caio Gonçalves,4553692543,NOT_COMPLETED
1,2025-12-11T07:34:10,Carla Mendes,4501780123,COMPLETED
2,2025-12-11T08:56:10,Amanda Freitas,4501780123,COMPLETED
3,2025-12-11T09:38:10,Rafael Duarte,4501780123,COMPLETED
4,2025-12-11T10:34:10,Ana Lima,4501780123,COMPLETED
5,2025-12-11T12:56:10,Paulo Henrique,4501780123,COMPLETED
6,2025-12-11T11:08:10,Fábio Fernandes,4501780123,COMPLETED
7,2025-12-11T15:36:10,Fábio Fernandes,4501780123,NOT_COMPLETED
1,2025-10-25T04:40:35,Paulo Henrique,4525607023,COMPLETED
2,2025-10-25T06:52:35,Daniel Souza,4525607023,COMPLETED
3,2025-10-25T07:52:35,Gabriel Rocha,4525607023,COMPLETED
4,2025-10-25T10:04:35,Gabriel Rocha,4525607023,COMPLETED
5,2025-10-25T09:23:35,Fábio Fernandes,4525607023,COMPLETED
6,2025-10-25T09:34:35,Paulo Henrique,4525607023,COMPLETED
7,2025-10-25T07:30:35,Carla Mendes,4525607023,NOT_COMPLETED
1,2025-02-08T08:51:01,Amanda Freitas,4536279943,NOT_COMPLETED
1,2025-05-06T20:18:32,Carla Mendes,4545958045,COMPLETED
2,2025-05-06T20:42:32,Rafael Duarte,4545958045,COMPLETED
3,2025-05-06T21:45:32,Gabriel Rocha,4545958045,COMPLETED
4,2025-05-07T01:20:32,Daniel Souza,4545958045,COMPLETED
5,2025-05-06T22:55:32,Gabriel Rocha,4545958045,COMPLETED
6,2025-05-07T04:00:32,Tiago Nunes,4545958045,COMPLETED
7,2025-05-07T00:54:32,Tiago Nunes,4545958045,NOT_COMPLETED
1,2025-02-27T22:25:44,Fábio Fernandes,4536815613,COMPLETED
2,2025-02-27T22:30:44,Rafael Duarte,4536815613,COMPLETED
3,2025-02-28T00:07:44,Carla Mendes,4536815613,COMPLETED
4,2025-02-28T00:40:44,Tiago Nunes,4536815613,COMPLETED
5,2025-02-28T03:26:44,Ana Lima,4536815613,COMPLETED
6,2025-02-28T06:40:44,Bruna Costa,4536815613,COMPLETED
7,2025-02-28T07:43:44,Fábio Fernandes,4536815613,NOT_COMPLETED
1,2025-05-18T04:11:30,Fábio Fernandes,4597898583,COMPLETED
2,2025-05-18T03:48:30,Kelly Santos,4597898583,COMPLETED
3,2025-05-18T07:46:30,Julia Ribeiro,4597898583,COMPLETED
4,2025-05-18T03:52:30,Ana Lima,4597898583,COMPLETED
5,2025-05-18T06:43:30,Sofia Martins,4597898583,COMPLETED
6,2025-05-18T10:10:30,Sofia Martins,4597898583,COMPLETED
7,2025-05-18T11:10:30,Ana Lima,4597898583,COMPLETED
8,2025-05-18T12:08:30,Paulo Henrique,4597898583,COMPLETED
9,2025-05-18T05:34:30,Julia Ribeiro,4597898583,COMPLETED
10,2025-05-18T10:08:30,Kelly Santos,4597898583,NOT_COMPLETED
1,2025-02-16T10:46:25,Amanda Freitas,4504199082,COMPLETED
2,2025-02-16T11:59:25,Kelly Santos,4504199082,COMPLETED
3,2025-02-16T11:55:25,Marcos Oliveira,4504199082,COMPLETED
4,2025-02-16T10:39:25,Caio Gonçalves,4504199082,COMPLETED
5,2025-02-16T16:44:25,Sofia Martins,4504199082,COMPLETED
6,2025-02-16T12:49:25,Gabriel Rocha,4504199082,NOT_COMPLETED
1,2025-08-03T17:46:18,Kelly Santos,4527789055,COMPLETED
2,2025-08-03T18:36:18,Gabriel Rocha,4527789055,COMPLETED
3,2025-08-03T19:00:18,Marcos Oliveira,4527789055,COMPLETED
4,2025-08-03T18:16:18,Kelly Santos,4527789055,COMPLETED
5,2025-08-03T23:31:18,Julia Ribeiro,4527789055,COMPLETED
6,2025-08-04T01:00:18,Daniel Souza,4527789055,NOT_COMPLETED
1,2025-09-04T05:04:36,Fábio Fernandes,4527524119,COMPLETED
2,2025-09-04T05:44:36,Ana Lima,4527524119,COMPLETED
3,2025-09-04T06:02:36,Tiago Nunes,4527524119,COMPLETED
4,2025-09-04T07:48:36,Marcos Oliveira,4527524119,COMPLETED
5,2025-09-04T07:14:36,Tiago Nunes,4527524119,COMPLETED
6,2025-09-04T04:26:36,Daniel Souza,4527524119,COMPLETED
7,2025-09-04T11:40:36,Ana Lima,4527524119,COMPLETED
8,2025-09-04T08:40:36,Sofia Martins,4527524119,NOT_COMPLETED
1,2025-05-23T19:13:45,Daniel Souza,4506732203,COMPLETED
2,2025-05-23T20:43:45,Julia Ribeiro,4506732203,COMPLETED
3,2025-05-23T22:28:45,Gabriel Rocha,4506732203,COMPLETED
4,2025-05-23T23:31:45,Sofia Martins,4506732203,COMPLETED
5,2025-05-24T01:07:45,Marcos Oliveira,4506732203,COMPLETED
6,2025-05-24T03:01:45,Tiago Nunes,4506732203,COMPLETED
7,2025-05-24T05:02:45,Amanda Freitas,4506732203,COMPLETED
8,2025-05-24T03:39:45,Fábio Fernandes,4506732203,NOT_COMPLETED
1,2025-02-07T12:34:07,Caio Gonçalves,4520766439,COMPLETED
2,2025-02-07T12:26:07,Carla Mendes,4520766439,COMPLETED
3,2025-02-07T15:02:07,Gabriel Rocha,4520766439,NOT_COMPLETED
1,2025-01-27T17:46:17,Amanda Freitas,4560112178,COMPLETED
2,2025-01-27T17:26:17,Carla Mendes,4560112178,COMPLETED
3,2025-01-27T19:52:17,Daniel Souza,4560112178,COMPLETED
4,2025-01-27T18:26:17,Julia Ribeiro,4560112178,COMPLETED
5,2025-01-27T19:30:17,Gabriel Rocha,4560112178,NOT_COMPLETED
1,2025-01-27T14:14:54,Amanda Freitas,4597027025,COMPLETED
2,2025-01-27T14:13:54,Julia Ribeiro,4597027025,COMPLETED
3,2025-01-27T17:54:54,Daniel Souza,4597027025,COMPLETED
4,2025-01-27T18:15:54,Julia Ribeiro,4597027025,COMPLETED
5,2025-01-27T19:08:54,Julia Ribeiro,4597027025,COMPLETED
6,2025-01-27T20:51:54,Fábio Fernandes,4597027025,NOT_COMPLETED
1,2025-07-10T22:51:57,Sofia Martins,4539162317,COMPLETED
2,2025-07-11T00:03:57,Gabriel Rocha,4539162317,COMPLETED
3,2025-07-10T23:16:57,Paulo Henrique,4539162317,COMPLETED
4,2025-07-11T03:27:57,Bruna Costa,4539162317,COMPLETED
5,2025-07-11T01:08:57,Paulo Henrique,4539162317,COMPLETED
6,2025-07-10T23:07:57,Fábio Fernandes,4539162317,NOT_COMPLETED
1,2025-05-08T23:44:08,Paulo Henrique,4568330740,COMPLETED
2,2025-05-08T23:41:08,Rafael Duarte,4568330740,COMPLETED
3,2025-05-09T01:46:08,Amanda Freitas,4568330740,COMPLETED
4,2025-05-09T00:15:08,Tiago Nunes,4568330740,COMPLETED
5,2025-05-08T23:53:08,Marcos Oliveira,4568330740,COMPLETED
6,2025-05-09T01:19:08,Kelly Santos,4568330740,COMPLETED
7,2025-05-09T08:31:08,Julia Ribeiro,4568330740,COMPLETED
8,2025-05-09T06:43:08,Sofia Martins,4568330740,COMPLETED
9,2025-05-09T03:58:08,Sofia Martins,4568330740,COMPLETED
10,2025-05-09T03:33:08,Paulo Henrique,4568330740,NOT_COMPLETED
1,2025-06-08T01:46:28,Daniel Souza,4586358215,COMPLETED
2,2025-06-08T03:30:28,Marcos Oliveira,4586358215,COMPLETED
3,2025-06-08T03:57:28,Amanda Freitas,4586358215,COMPLETED
4,2025-06-08T03:16:28,Sofia Martins,4586358215,COMPLETED
5,2025-06-08T05:53:28,Fábio Fernandes,4586358215,NOT_COMPLETED
1,2025-10-16T17:55:29,Kelly Santos,4551226596,COMPLETED
2,2025-10-16T19:43:29,Sofia Martins,4551226596,COMPLETED
3,2025-10-16T19:17:29,Sofia Martins,4551226596,COMPLETED
4,2025-10-16T21:47:29,Caio Gonçalves,4551226596,COMPLETED
5,2025-10-16T21:36:29,Amanda Freitas,4551226596,COMPLETED
6,2025-10-16T20:05:29,Fábio Fernandes,4551226596,COMPLETED
7,2025-10-16T22:47:29,Rafael Duarte,4551226596,NOT_COMPLETED
1,2025-12-11T01:04:24,Tiago Nunes,4504773802,COMPLETED
2,2025-12-11T00:11:24,Sofia Martins,4504773802,COMPLETED
3,2025-12-11T03:47:24,Julia Ribeiro,4504773802,COMPLETED
4,2025-12-11T02:31:24,Fábio Fernandes,4504773802,NOT_COMPLETED
1,2025-07-19T03:12:55,Julia Ribeiro,4562732754,COMPLETED
2,2025-07-19T04:20:55,Bruna Costa,4562732754,COMPLETED
3,2025-07-19T04:03:55,Paulo Henrique,4562732754,COMPLETED
4,2025-07-19T04:42:55,Paulo Henrique,4562732754,COMPLETED
5,2025-07-19T10:14:55,Caio Gonçalves,4562732754,COMPLETED
6,2025-07-19T11:12:55,Sofia Martins,4562732754,COMPLETED
7,2025-07-19T03:29:55,Fábio Fernandes,4562732754,NOT_COMPLETED
1,2025-05-14T19:04:04,Kelly Santos,4567412048,COMPLETED
2,2025-05-14T20:19:04,Caio Gonçalves,4567412048,NOT_COMPLETED
1,2025-04-27T22:33:03,Julia Ribeiro,4553282070,COMPLETED
2,2025-04-27T23:26:03,Caio Gonçalves,4553282070,COMPLETED
3,2025-04-27T22:48:03,Ana Lima,4553282070,COMPLETED
4,2025-04-28T00:04:03,Bruna Costa,4553282070,NOT_COMPLETED
1,2025-10-11T06:42:57,Fábio Fernandes,4592647639,COMPLETED
2,2025-10-11T07:14:57,Sofia Martins,4592647639,COMPLETED
3,2025-10-11T09:46:57,Bruna Costa,4592647639,COMPLETED
4,2025-10-11T07:20:57,Ana Lima,4592647639,NOT_COMPLETED
1,2025-08-20T06:34:47,Bruna Costa,4572698358,COMPLETED
2,2025-08-20T07:23:47,Rafael Duarte,4572698358,COMPLETED
3,2025-08-20T07:32:47,Daniel Souza,4572698358,COMPLETED
4,2025-08-20T06:43:47,Paulo Henrique,4572698358,COMPLETED
5,2025-08-20T10:40:47,Tiago Nunes,4572698358,COMPLETED
6,2025-08-20T13:47:47,Gabriel Rocha,4572698358,COMPLETED
7,2025-08-20T15:16:47,Sofia Martins,4572698358,COMPLETED
8,2025-08-20T10:07:47,Tiago Nunes,4572698358,COMPLETED
9,2025-08-20T13:50:47,Fábio Fernandes,4572698358,COMPLETED
10,2025-08-20T14:15:47,Bruna Costa,4572698358,COMPLETED
11,2025-08-20T15:51:47,Sofia Martins,4572698358,NOT_COMPLETED
1,2025-06-21T20:37:00,Bruna Costa,4579893666,NOT_COMPLETED
1,2025-06-20T05:10:14,Marcos Oliveira,4594637570,COMPLETED
2,2025-06-20T07:03:14,Kelly Santos,4594637570,COMPLETED
3,2025-06-20T07:48:14,Caio Gonçalves,4594637570,COMPLETED
4,2025-06-20T07:39:14,Rafael Duarte,4594637570,COMPLETED
5,2025-06-20T04:28:14,Paulo Henrique,4594637570,COMPLETED
6,2025-06-20T10:57:14,Sofia Martins,4594637570,COMPLETED
7,2025-06-20T09:39:14,Carla Mendes,4594637570,COMPLETED
8,2025-06-20T08:03:14,Bruna Costa,4594637570,COMPLETED
9,2025-06-20T07:12:14,Rafael Duarte,4594637570,COMPLETED
10,2025-06-20T18:43:14,Caio Gonçalves,4594637570,NOT_COMPLETED
1,2025-04-23T20:13:24,Julia Ribeiro,4556418685,COMPLETED
2,2025-04-23T20:44:24,Caio Gonçalves,4556418685,COMPLETED
3,2025-04-23T22:59:24,Carla Mendes,4556418685,COMPLETED
4,2025-04-24T00:54:24,Marcos Oliveira,4556418685,NOT_COMPLETED
1,2025-10-03T02:15:26,Gabriel Rocha,4562212731,NOT_COMPLETED
1,2025-07-20T03:42:16,Sofia Martins,4522554511,COMPLETED
2,2025-07-20T04:20:16,Daniel Souza,4522554511,COMPLETED
3,2025-07-20T07:15:16,Daniel Souza,4522554511,COMPLETED
4,2025-07-20T09:08:16,Caio Gonçalves,4522554511,COMPLETED
5,2025-07-20T04:59:16,Paulo Henrique,4522554511,NOT_COMPLETED
1,2025-09-04T05:34:58,Tiago Nunes,4517924667,COMPLETED
2,2025-09-04T05:22:58,Kelly Santos,4517924667,NOT_COMPLETED
1,2025-10-02T06:30:34,Tiago Nunes,4553503455,COMPLETED
2,2025-10-02T06:19:34,Ana Lima,4553503455,COMPLETED
3,2025-10-02T08:03:34,Paulo Henrique,4553503455,COMPLETED
4,2025-10-02T07:39:34,Rafael Duarte,4553503455,COMPLETED
5,2025-10-02T08:26:34,Julia Ribeiro,4553503455,COMPLETED
6,2025-10-02T14:45:34,Julia Ribeiro,4553503455,COMPLETED
7,2025-10-02T07:57:34,Fábio Fernandes,4553503455,NOT_COMPLETED
1,2025-11-02T07:58:58,Gabriel Rocha,4537715803,COMPLETED
2,2025-11-02T09:44:58,Daniel Souza,4537715803,COMPLETED
3,2025-11-02T09:02:58,Amanda Freitas,4537715803,COMPLETED
4,2025-11-02T10:54:58,Caio Gonçalves,4537715803,COMPLETED
5,2025-11-02T07:57:58,Fábio Fernandes,4537715803,COMPLETED
6,2025-11-02T07:50:58,Ana Lima,4537715803,COMPLETED
7,2025-11-02T13:06:58,Tiago Nunes,4537715803,COMPLETED
8,2025-11-02T08:22:58,Carla Mendes,4537715803,COMPLETED
9,2025-11-02T14:41:58,Daniel Souza,4537715803,NOT_COMPLETED
1,2025-12-05T01:42:33,Gabriel Rocha,4540339572,COMPLETED
2,2025-12-05T01:44:33,Tiago Nunes,4540339572,COMPLETED
3,2025-12-05T02:41:33,Kelly Santos,4540339572,COMPLETED
4,2025-12-05T02:40:33,Bruna Costa,4540339572,COMPLETED
5,2025-12-05T08:47:33,Rafael Duarte,4540339572,COMPLETED
6,2025-12-05T04:26:33,Sofia Martins,4540339572,NOT_COMPLETED
1,2025-10-24T13:00:13,Daniel Souza,4561064827,COMPLETED
2,2025-10-24T12:53:13,Sofia Martins,4561064827,COMPLETED
3,2025-10-24T14:36:13,Sofia Martins,4561064827,COMPLETED
4,2025-10-24T14:17:13,Caio Gonçalves,4561064827,COMPLETED
5,2025-10-24T15:38:13,Kelly Santos,4561064827,COMPLETED
6,2025-10-24T14:57:13,Sofia Martins,4561064827,COMPLETED
7,2025-10-24T19:40:13,Rafael Duarte,4561064827,COMPLETED
8,2025-10-24T21:13:13,Fábio Fernandes,4561064827,COMPLETED
9,2025-10-24T15:42:13,Sofia Martins,4561064827,COMPLETED
10,2025-10-24T21:33:13,Kelly Santos,4561064827,NOT_COMPLETED
1,2025-04-27T23:46:40,Paulo Henrique,4557484566,COMPLETED
2,2025-04-27T22:44:40,Amanda Freitas,4557484566,COMPLETED
3,2025-04-28T00:04:40,Gabriel Rocha,4557484566,COMPLETED
4,2025-04-28T01:06:40,Julia Ribeiro,4557484566,NOT_COMPLETED
1,2025-12-14T15:50:01,Rafael Duarte,4527869472,COMPLETED
2,2025-12-14T16:52:01,Sofia Martins,4527869472,COMPLETED
3,2025-12-14T19:10:01,Kelly Santos,4527869472,COMPLETED
4,2025-12-14T17:48:01,Ana Lima,4527869472,NOT_COMPLETED
1,2025-03-12T18:23:04,Paulo Henrique,4515197736,COMPLETED
2,2025-03-12T18:45:04,Rafael Duarte,4515197736,COMPLETED
3,2025-03-12T19:10:04,Fábio Fernandes,4515197736,COMPLETED
4,2025-03-12T23:03:04,Rafael Duarte,4515197736,COMPLETED
